genres,app_name,specs,price,early_access,sentiment,metascore,year,genres_encoded
Strategy,Theatre of War 3: Korea,"['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']",6.99,False,Mixed,49.0,2011,10
Racing,Shift 2 Unleashed,"['Single-player', 'Multi-player']",19.99,False,Mixed,84.0,2011,7
Action,HOARD,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards']",9.99,False,Very Positive,65.0,2011,0
RPG,Dungeon Siege,['Single-player'],6.99,False,Mostly Positive,86.0,2002,6
Simulation,Cities in Motion,"['Single-player', 'Steam Achievements']",19.99,False,Mostly Positive,70.0,2011,8
Strategy,Men of War: Assault Squad,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Leaderboards', 'Includes level editor']",9.99,False,Very Positive,77.0,2011,10
Indie,CreaVures,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",4.99,False,Very Positive,55.0,2011,4
Action,Painkiller Redemption,['Single-player'],4.99,False,Mixed,43.0,2011,0
Action,Magicka,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,False,Very Positive,74.0,2011,0
Strategy,Europa Universalis III: Divine Wind,"['Single-player', 'Multi-player']",9.99,False,Positive,71.0,2011,10
Strategy,Bejeweled® 3,"['Single-player', 'Steam Achievements']",4.99,False,Overwhelmingly Positive,82.0,2010,10
Casual,RUSH,"['Single-player', 'Steam Achievements', 'Steam Cloud']",4.99,False,Very Positive,73.0,2010,2
Strategy,Greed Corp,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,76.0,2010,10
Racing,Need For Speed: Hot Pursuit,"['Single-player', 'Multi-player']",19.99,False,Very Positive,86.0,2010,7
Action,Battlefield: Bad Company 2 Vietnam,['Multi-player'],14.99,False,Very Positive,86.0,2010,0
Casual,The UnderGarden,['Single-player'],6.99,False,Mixed,67.0,2010,2
Action,Alien Breed 3: Descent,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",9.99,False,Mostly Positive,64.0,2010,0
Casual,Poker Night at the Inventory,"['Single-player', 'Steam Achievements']",4.99,False,Very Positive,71.0,2010,2
Indie,Depths of Peril,['Single-player'],9.99,False,Very Positive,79.0,2007,4
Action,DeathSpank: Thongs of Virtue,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Very Positive,78.0,2010,0
Indie,Super Meat Boy,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",14.99,False,Very Positive,87.0,2010,4
Racing,nail'd,"['Single-player', 'Partial Controller Support']",4.99,False,Very Positive,69.0,2010,7
RPG,Dragon Age: Origins - Ultimate Edition,['Single-player'],29.99,False,Very Positive,91.0,2010,6
Action,Grand Theft Auto IV: Complete Edition,"['Single-player', 'Multi-player', 'Partial Controller Support']",29.99,False,Mixed,90.0,2010,0
Sports,Blood Bowl® Legendary Edition,"['Single-player', 'Multi-player']",9.99,False,Very Positive,73.0,2010,9
Action,Bloody Good Time,"['Single-player', 'Multi-player', 'Steam Achievements']",4.99,False,Mostly Positive,73.0,2010,0
RPG,ArcaniA,['Single-player'],19.99,False,Mixed,63.0,2010,6
Action,Dead Rising® 2,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Mostly Positive,78.0,2010,0
Adventure,Lost Horizon,['Single-player'],9.99,False,Very Positive,77.0,2010,1
Action,Front Mission Evolved,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",9.99,False,Mixed,63.0,2010,0
Action,Lara Croft and the Guardian of Light,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Very Positive,82.0,2010,0
Action,Borderlands: Claptrap's Robot Revolution,"['Single-player', 'Multi-player', 'Downloadable Content', 'Full controller support', 'Steam Cloud']",9.99,False,Very Positive,69.0,2010,0
Adventure,Aura: Fate of the Ages,['Single-player'],4.99,False,Mixed,63.0,2004,1
Strategy,Commander: Conquest of the Americas,"['Single-player', 'Steam Achievements']",9.99,False,Mixed,68.0,2010,10
Adventure,Alter Ego,['Single-player'],9.99,False,Mixed,59.0,2010,1
Adventure,realMYST,['Single-player'],5.99,False,Mixed,66.0,1993,1
Strategy,Sword of the Stars: Complete Collection,"['Single-player', 'Multi-player', 'Online Multi-Player']",9.99,False,Very Positive,75.0,2008,10
Adventure,Riven: The Sequel to MYST,['Single-player'],5.99,False,Mostly Positive,83.0,1997,1
Strategy,Hearts of Iron III: Semper Fi,"['Multi-player', 'Co-op']",4.99,False,1 user reviews,65.0,2010,10
Action,Prince of Persia: The Forgotten Sands™,['Single-player'],9.99,False,Mixed,75.0,2010,0
Adventure,Jolly Rover,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,Very Positive,71.0,2010,1
Action,Sniper: Ghost Warrior,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",7.99,False,Mixed,55.0,2010,0
Simulation,The Guild II,['Single-player'],9.99,False,Mixed,61.0,2006,8
Simulation,The Guild II - Pirates of the European Seas,['Single-player'],9.99,False,Mixed,63.0,2007,8
Casual,Puzzle Dimension,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",2.99,False,Very Positive,79.0,2010,2
Simulation,Rig n Roll,"['Single-player', 'Steam Cloud']",4.99,False,Mixed,61.0,2010,8
Simulation,Theatre of War 2: Africa 1943,"['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']",4.99,False,Mixed,63.0,2009,8
Strategy,Theatre of War,"['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']",3.99,False,Mixed,66.0,2007,10
Strategy,Reign: Conflict of Nations,"['Single-player', 'Steam Cloud']",3.99,False,Mixed,60.0,2010,10
Action,Day of Defeat: Source,"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK']",9.99,False,Very Positive,80.0,2010,0
Action,Blacklight: Tango Down,"['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support']",0.99,False,Mostly Negative,65.0,2010,0
Action,Chaser,"['Single-player', 'Multi-player']",4.99,False,Mostly Positive,66.0,2003,0
Action,LEGO Harry Potter: Years 1-4,"['Single-player', 'Shared/Split Screen', 'Full controller support']",19.99,False,Mostly Positive,79.0,2010,0
Action,Arma 2: Operation Arrowhead,"['Single-player', 'Multi-player', 'Co-op', 'Captions available', 'Partial Controller Support', 'Includes level editor']",19.99,False,Very Positive,73.0,2010,0
Action,Singularity™,"['Single-player', 'Multi-player']",29.99,False,Very Positive,76.0,2010,0
Action,F.E.A.R.,['Single-player'],54.99,False,Very Positive,88.0,2005,0
Strategy,Tropico 3: Absolute Power,"['Single-player', 'Downloadable Content']",9.99,False,Very Positive,79.0,2010,10
Strategy,Napoleon: Total War™,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",19.99,False,Very Positive,81.0,2010,10
Action,Borderlands: The Secret Armory of General Knoxx,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Very Positive,86.0,2010,0
Strategy,Dawn of Discovery™: Venice,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']",9.99,False,Very Positive,78.0,1999,10
Strategy,Napoleon: Total War™ Imperial Edition,"['Single-player', 'Multi-player', 'Steam Achievements', 'Stats']",19.99,False,Very Positive,81.0,2010,10
Action,Battlefield: Bad Company™ 2,"['Single-player', 'Multi-player']",19.99,False,Very Positive,87.0,2010,0
Strategy,Supreme Commander 2,"['Single-player', 'Multi-player', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",12.99,False,Very Positive,77.0,2010,10
Racing,Sonic & SEGA All-Stars Racing,['Single-player'],9.99,False,Mostly Positive,65.0,2010,7
Simulation,Silent Hunter 5®: Battle of the Atlantic,"['Single-player', 'Multi-player', 'Co-op']",9.99,False,Mixed,62.0,2010,8
Action,Assassin's Creed 2 Deluxe Edition,['Single-player'],19.99,False,Very Positive,86.0,2010,0
Action,Just Cause 2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",14.99,False,Very Positive,84.0,2010,0
Strategy,"Warhammer® 40,000: Dawn of War® II Chaos Rising","['Single-player', 'Multi-player', 'Co-op', 'Steam Cloud']",19.99,False,Very Positive,85.0,2010,10
Action,Shatter,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,84.0,2010,0
RPG,Dragon Age™: Origins Awakening,['Single-player'],9.99,False,Very Positive,82.0,2010,6
Strategy,Command & Conquer 4: Tiberian Twilight,"['Single-player', 'Multi-player']",19.99,False,Overwhelmingly Negative,64.0,2010,10
Adventure,Dark Fall: Lost Souls,"['Single-player', 'Steam Trading Cards']",12.99,False,Mixed,75.0,2010,1
Action,Tom Clancy's Splinter Cell Conviction™ Deluxe Edition,"['Single-player', 'Multi-player']",19.99,False,Mostly Positive,83.0,2010,0
Adventure,Flotilla,['Partial Controller Support'],9.99,False,Very Positive,72.0,2010,1
Indie,Sol Survivor,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,75.0,2010,4
Adventure,Sherlock Holmes versus Jack the Ripper,['Single-player'],9.99,False,Mostly Positive,73.0,2009,1
Adventure,Nancy Drew®: Warnings at Waverly Academy,"['Single-player', 'Steam Achievements']",6.99,False,Positive,76.0,2010,1
Action,Dark Void™,"['Single-player', 'Partial Controller Support']",9.99,False,Mixed,57.0,2010,0
Adventure,Bob Came in Pieces,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",6.99,False,Mostly Positive,73.0,2010,1
RPG,Mass Effect 2,['Single-player'],19.99,False,Overwhelmingly Positive,94.0,2010,6
Simulation,Hotel Giant 2,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']",7.99,False,Mixed,58.0,2010,8
RPG,Mass Effect 2 Digital Deluxe Edition,['Single-player'],29.99,False,Overwhelmingly Positive,94.0,2010,6
Casual,Toki Tori,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",4.99,False,Very Positive,80.0,2010,2
Action,Aliens vs. Predator™,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",14.99,False,Very Positive,68.0,2010,0
Action,BioShock® 2,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support']",19.99,False,Very Positive,88.0,2010,0
Action,Lost Planet: Extreme Condition Colonies Edition,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Partial Controller Support']",19.99,False,Mixed,70.0,2010,0
Action,S.T.A.L.K.E.R.: Call of Pripyat,"['Single-player', 'Multi-player']",19.99,False,Overwhelmingly Positive,80.0,2010,0
Indie,Galcon Fusion,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud']",9.99,False,Very Positive,68.0,2010,4
Action,Left 4 Dead 2,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available']",19.99,False,Overwhelmingly Positive,89.0,2009,0
RPG,Gyromancer,['Single-player'],5.99,False,Mixed,71.0,2009,6
Action,Ninja Blade,['Single-player'],9.99,False,Mixed,61.0,2009,0
Action,Rogue Warrior,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,Mixed,29.0,2009,0
RPG,King's Bounty: Armored Princess,"['Single-player', 'Steam Cloud']",9.99,False,Very Positive,82.0,2009,6
Adventure,Broken Sword 3 - the Sleeping Dragon,"['Single-player', 'Partial Controller Support']",5.99,False,Mixed,82.0,2003,1
Action,Gothic® 3,['Single-player'],9.99,False,Mostly Positive,63.0,2006,0
Action,Borderlands: The Zombie Island of Dr. Ned,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud']",9.99,False,Very Positive,84.0,2009,0
Adventure,Nancy Drew®: The Haunted Carousel,['Single-player'],6.99,False,Positive,85.0,2003,1
Adventure,Nancy Drew®: Last Train to Blue Moon Canyon,['Single-player'],6.99,False,Positive,77.0,2005,1
Adventure,Nancy Drew®: Danger by Design,['Single-player'],6.99,False,Mixed,70.0,2006,1
Adventure,Nancy Drew®: Secret of the Old Clock,['Single-player'],6.99,False,Positive,80.0,2005,1
Adventure,Nancy Drew®: Curse of Blackmoor Manor,['Single-player'],6.99,False,Positive,81.0,2004,1
Adventure,Nancy Drew®: Danger on Deception Island,['Single-player'],6.99,False,Positive,81.0,2003,1
Indie,AI War: Fleet Command,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards']",9.99,False,Very Positive,80.0,2009,4
Strategy,Elven Legacy: Ranger,"['Single-player', 'Steam Cloud']",1.99,False,7 user reviews,68.0,2009,10
Action,Borderlands,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Very Positive,81.0,2009,0
Action,Operation Flashpoint: Dragon Rising,"['Single-player', 'Partial Controller Support']",9.99,False,Mixed,76.0,2009,0
Action,STAR WARS™: The Clone Wars - Republic Heroes™,"['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",19.99,False,Mostly Negative,46.0,2009,0
Casual,Lucidity™,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",5.99,False,Mostly Positive,59.0,2009,2
Simulation,Tropico 3,"['Single-player', 'Steam Achievements']",9.99,False,Very Positive,79.0,2009,8
Action,Red Faction Guerrilla Steam Edition,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Very Positive,82.0,2009,0
Action,Resident Evil™ 5/ Biohazard 5®,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Very Positive,86.0,2009,0
Action,Zuma's Revenge!,"['Single-player', 'Steam Achievements', 'Stats']",4.99,False,Very Positive,78.0,2009,0
Action,STAR WARS™ Jedi Knight: Dark Forces II,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Partial Controller Support', 'Steam Cloud']",5.99,False,Mixed,91.0,1997,0
Action,STAR WARS™ Jedi Knight II - Jedi Outcast™,"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Very Positive,89.0,2003,0
Action,STAR WARS™ Jedi Knight - Jedi Academy™,"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Very Positive,81.0,2003,0
Action,Twin Sector,['Single-player'],4.99,False,Mostly Negative,49.0,2009,0
Simulation,Majesty 2,['Single-player'],9.99,False,Mostly Positive,72.0,2009,8
Indie,Madballs in Babo:Invasion,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,Very Positive,79.0,2009,4
Action,AaAaAA!!! - A Reckless Disregard for Gravity,"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",9.99,False,Very Positive,81.0,2009,0
Indie,Quantz,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Mixed,67.0,2009,4
Action,MDK 2,['Single-player'],9.99,False,Very Positive,83.0,2000,0
Action,Red Faction,"['Single-player', 'Multi-player', 'Steam Cloud']",9.99,False,Very Positive,78.0,2001,0
Adventure,Sherlock Holmes: The Silver Earring,['Single-player'],9.99,False,Mixed,68.0,2004,1
Adventure,Sherlock Holmes: The Awakened - Remastered Edition,['Single-player'],9.99,False,Mostly Positive,72.0,2008,1
Action,Red Faction II,"['Single-player', 'Steam Cloud']",9.99,False,Mixed,64.0,2003,0
Strategy,Hearts of Iron III,"['Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards']",9.99,False,Mostly Positive,77.0,2009,10
Action,Batman: Arkham Asylum Game of the Year Edition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Overwhelmingly Positive,91.0,2010,0
Action,Darkest of Days,"['Single-player', 'Partial Controller Support']",19.99,False,Mostly Positive,51.0,2009,0
Action,Death to Spies: Moment of Truth,"['Single-player', 'Steam Cloud']",6.99,False,Very Positive,73.0,2009,0
Adventure,Emerald City Confidential™,['Single-player'],9.99,False,Positive,71.0,2009,1
Adventure,Mata Hari,['Single-player'],9.99,False,Mixed,63.0,2008,1
Adventure,Nikopol: Secrets of the Immortals,['Single-player'],4.99,False,Mixed,68.0,2008,1
Strategy,East India Company,"['Single-player', 'Multi-player']",9.99,False,Mixed,67.0,2009,10
Action,Sniper Elite,"['Single-player', 'Steam Trading Cards']",7.99,False,Mostly Positive,76.0,2005,0
Strategy,Order of War™,['Single-player'],7.99,False,Mostly Positive,69.0,2009,10
Adventure,Nancy Drew®: The Haunting of Castle Malloy,['Single-player'],6.99,False,Mostly Positive,81.0,2009,1
Action,STAR WARS™ Starfighter™,"['Single-player', 'Partial Controller Support', 'Steam Cloud']",5.99,False,Mixed,71.0,2002,0
